,label,predictions,scores
6659,False,True,0.8622
6660,False,True,0.5
6661,False,False,0.3883
6662,False,True,0.7577
6663,False,True,0.6865
6664,False,True,0.7303
6665,False,True,0.8694
6666,False,True,0.5
6667,False,True,0.7712
6668,False,True,0.5757
6669,False,True,0.7088
6670,False,True,0.5
6671,False,True,0.9134
6672,False,True,0.6935
6673,False,True,0.6674
6674,False,True,0.8184
6675,False,True,0.5
6676,False,True,0.672
6677,False,True,0.9116
6678,False,False,0.4535
6679,False,True,0.5
6680,False,True,0.8112
6681,False,True,0.5
6682,False,True,0.9163
6683,False,True,0.5676
6684,False,True,0.5
6685,False,False,0.4028
6686,False,True,0.7719
6687,False,True,0.6915
6688,False,True,0.7907
6689,False,True,0.8779
6690,False,True,0.8089
6691,False,True,0.7679
6692,False,True,0.5
6693,False,True,0.7227
6694,False,True,0.9106
6695,False,False,0.32
6696,False,True,0.8595
6697,False,True,0.9014
6698,False,True,0.7952
6699,False,True,0.9591
6700,False,True,0.85
6701,False,True,0.818
6702,False,True,0.9157
6703,False,True,0.7236
6704,False,True,0.5
6705,False,True,0.8939
6706,False,True,0.5
6707,False,True,0.5
6708,False,True,0.5
6709,False,True,0.7268
6710,False,True,0.7866
6711,False,True,0.954
6712,False,True,0.7153
6713,False,True,0.8201
6714,False,False,0.494
6715,False,True,0.7823
6716,False,True,0.9546
6717,False,True,0.9362
6718,False,True,0.6778
6719,False,True,0.8841
6720,False,False,0.4497
6721,False,True,0.7881
6722,False,False,0.3675
6723,False,True,0.8224
6724,False,True,0.5669
6725,False,True,0.8145
6726,False,True,0.7085
6727,False,True,0.6778
6728,False,True,0.8145
6729,False,True,0.5669
6730,False,True,0.5
6731,False,True,0.9956
6732,False,True,0.9356
6733,False,True,0.9444
6734,False,True,0.5932
6735,False,False,0.0949
6736,False,True,0.9801
6737,False,True,0.5
6738,False,True,0.9705
6739,False,True,0.9672
6740,False,True,0.9809
6741,False,True,0.8698
6742,False,True,0.5
6743,False,False,0.0992
6744,False,True,0.5
6745,False,True,0.9861
6746,False,True,0.9723
6747,False,True,0.9798
6748,False,True,0.5
6749,False,True,0.8086
6750,False,True,0.5
6751,False,True,0.7108
6752,False,True,0.9843
6753,False,True,0.9087
6754,False,True,0.5
6755,False,True,0.7874
6756,False,True,0.8352
6757,False,True,0.9726
6758,False,True,0.9095
6759,False,True,0.9708
6760,False,True,0.9573
6761,False,True,0.868
6762,False,True,0.9708
6763,False,True,0.6595
6764,False,True,0.9653
6765,False,True,0.982
6766,False,True,0.963
6767,False,True,0.9797
6768,False,True,0.9648
6769,False,True,0.9658
6770,False,True,0.9832
6771,False,True,0.9076
6772,False,True,0.9689
6773,False,True,0.5
6774,False,True,0.9528
6775,False,True,0.8978
6776,False,True,0.738
6777,False,True,0.5
6778,False,True,0.5
6779,False,True,0.9171
6780,False,True,0.6234
6781,False,True,0.9367
6782,False,True,0.5
6783,False,True,0.9195
6784,False,True,0.6932
6785,False,True,0.5935
6786,False,True,0.6304
6787,False,True,0.9271
6788,False,True,0.8093
6789,False,True,0.9096
6790,False,True,0.7566
6791,False,True,0.9162
6792,False,True,0.8039
6793,False,True,0.5
6794,False,True,0.9528
6795,False,True,0.9952
6796,False,True,0.7776
6797,False,True,0.943
6798,False,True,0.8766
6799,False,True,0.8832
6800,False,True,0.8533
6801,False,True,0.9093
6802,False,True,0.7615
6803,False,True,0.5
6804,False,True,0.9456
6805,False,True,0.7708
6806,False,True,0.9863
6807,False,True,0.9341
6808,False,True,0.5
6809,False,True,0.8351
6810,False,True,0.5
6811,False,True,0.854
6812,False,True,0.7894
6813,False,True,0.9184
6814,False,True,0.6237
6815,False,True,0.8526
6816,False,True,0.9378
6817,False,True,0.5
6818,False,True,0.7244
6819,False,True,0.6743
6820,False,True,0.8256
6821,False,True,0.9432
6822,False,True,0.8503
6823,False,True,0.9409
6824,False,True,0.8289
6825,False,False,0.2743
6826,False,True,0.5
6827,False,True,0.911
6828,False,True,0.7745
6829,False,True,0.8531
6830,False,True,0.7323
6831,False,True,0.5
6832,False,False,0.0936
6833,False,True,0.5
6834,False,True,0.8533
6835,False,True,0.9014
6836,False,True,0.7384
6837,False,True,0.5
6838,False,True,0.5083
6839,False,True,0.9083
6840,False,True,0.6387
6841,False,True,0.9461
6842,False,True,0.9313
6843,False,True,0.7856
6844,False,True,0.8066
6845,False,False,0.4605
6846,False,True,0.8888
6847,False,False,0.3796
6848,False,True,0.5
6849,False,True,0.9023
6850,False,True,0.8835
6851,False,True,0.8919
6852,False,True,0.5
6853,False,True,0.862
6854,False,True,0.8986
6855,False,True,0.5
6856,False,True,0.9703
6857,False,True,0.5
6858,False,True,0.7531
6859,False,True,0.9075
6860,False,True,0.6949
6861,False,False,0.4183
6862,False,True,0.8896
6863,False,True,0.9591
6864,False,True,0.8945
6865,False,True,0.9755
6866,False,True,0.9379
6867,False,False,0.4807
6868,False,True,0.9903
6869,False,True,0.9705
6870,False,True,0.5
6871,False,True,0.9697
6872,False,True,0.7959
6873,False,True,0.8991
6874,False,True,0.9666
6875,False,True,0.9767
6876,False,True,0.9878
6877,False,True,0.8033
6878,False,True,0.5
6879,False,True,0.9898
6880,False,True,0.7606
6881,False,True,0.5
6882,False,True,0.9786
6883,False,True,0.7429
6884,False,True,0.9666
6885,False,True,0.6465
6886,False,True,0.5
6887,False,False,0.4413
6888,False,True,0.5
6889,False,True,0.6663
6890,False,True,0.7689
6891,False,True,0.5
6892,False,False,0.4486
6893,False,True,0.9021
6894,False,True,0.5559
6895,False,True,0.5
6896,False,True,0.9185
6897,False,True,0.7415
6898,False,True,0.6577
6899,False,True,0.5349
6900,False,True,0.7786
6901,False,True,0.7332
6902,False,True,0.7251
6903,False,True,0.6259
6904,False,True,0.9172
6905,False,True,0.6961
6906,False,True,0.9487
6907,False,True,0.5
6908,False,True,0.813
6909,False,True,0.6066
6910,False,True,0.8535
6911,False,True,0.9693
6912,False,True,0.9165
6913,False,True,0.8004
6914,False,True,0.618
6915,False,True,0.5245
6916,False,True,0.5
6917,False,True,0.5885
6918,False,True,0.761
6919,False,True,0.6686
6920,False,True,0.5
6921,False,True,0.7351
6922,False,True,0.9088
6923,False,True,0.9295
6924,False,False,0.3201
6925,False,True,0.9687
6926,False,False,0.4357
6927,False,True,0.9417
6928,False,False,0.4357
6929,False,False,0.1685
6930,False,True,0.9369
6931,False,False,0.3742
6932,False,False,0.2818
6933,False,True,0.5
6934,False,True,0.8401
6935,False,False,0.4357
6936,False,True,0.9251
6937,False,True,0.8089
6938,False,True,0.8596
6939,False,True,0.6105
6940,False,True,0.8693
6941,False,False,0.4936
6942,False,True,0.8503
6943,False,True,0.9481
6944,False,True,0.7374
6945,False,True,0.6143
6946,False,True,0.7104
6947,False,True,0.8747
6948,False,True,0.6956
6949,False,True,0.9602
6950,False,True,0.6638
6951,False,False,0.2495
6952,False,True,0.9339
6953,False,True,0.5
6954,False,True,0.5899
6955,False,True,0.7004
6956,False,True,0.8857
6957,False,False,0.253
6958,False,True,0.8504
6959,False,True,0.785
6960,False,True,0.9557
6961,False,False,0.2754
6962,False,True,0.6725
6963,False,True,0.9389
6964,False,True,0.7942
6965,False,False,0.3011
6966,False,True,0.5325
6967,False,False,0.1512
6968,False,True,0.5
6969,False,False,0.2858
6970,False,False,0.2312
6971,False,True,0.9335
6972,False,False,0.3597
6973,False,True,0.889
6974,False,False,0.3233
6975,False,False,0.2365
6976,False,False,0.2146
6977,False,True,0.8305
6978,False,True,0.9367
6979,False,True,0.5
6980,False,True,0.8878
6981,False,True,0.5
6982,False,True,0.8198
6983,False,True,0.9064
6984,False,True,0.8714
6985,False,True,0.8797
6986,False,True,0.5
6987,False,True,0.9464
6988,False,True,0.8833
6989,False,True,0.9143
6990,False,True,0.5
6991,False,True,0.6836
6992,False,False,0.3061
6993,False,True,0.7718
6994,False,True,0.8277
6995,False,True,0.9067
6996,False,True,0.6327
6997,False,True,0.5247
6998,False,True,0.5757
6999,False,True,0.7796
7000,False,True,0.6674
7001,False,True,0.7757
7002,False,True,0.5
7003,False,True,0.5
7004,False,True,0.8901
7005,False,True,0.5278
7006,False,False,0.3632
7007,False,True,0.5752
7008,False,True,0.824
7009,False,True,0.8916
7010,False,True,0.7216
7011,False,True,0.7985
7012,False,True,0.5
7013,False,True,0.7992
7014,False,True,0.9653
7015,False,True,0.5
7016,False,True,0.5
7017,False,True,0.6221
7018,False,True,0.7677
7019,False,True,0.7677
7020,False,True,0.9218
7021,False,True,0.7012
7022,False,False,0.2743
7023,False,True,0.5
7024,False,True,0.8312
7025,False,False,0.4276
7026,False,True,0.8454
7027,False,True,0.7677
7028,False,True,0.8502
7029,False,True,0.7622
7030,False,False,0.3413
7031,False,True,0.8646
7032,False,True,0.7553
7033,False,True,0.5
7034,False,True,0.5
7035,False,False,0.352
7036,False,True,0.6118
7037,False,True,0.9339
7038,False,True,0.5
7039,False,True,0.9534
7040,False,True,0.7553
7041,False,True,0.5768
7042,False,False,0.0811
7043,False,True,0.8573
7044,False,True,0.5
7045,False,False,0.0938
7046,False,True,0.5
7047,False,False,0.3883
7048,False,False,0.0737
7049,False,False,0.0737
7050,False,False,0.0693
7051,False,False,0.3883
7052,False,False,0.028
7053,False,True,0.7735
7054,False,True,0.9061
7055,False,True,0.8408
7056,False,True,0.9272
7057,False,True,0.5
7058,False,True,0.6753
7059,False,False,0.4798
7060,False,True,0.8854
7061,False,True,0.975
7062,False,True,0.9474
7063,False,True,0.8949
7064,False,False,0.3828
7065,False,True,0.7686
7066,False,True,0.8504
7067,False,True,0.9299
7068,False,True,0.6805
7069,False,True,0.5
7070,False,True,0.5
7071,False,False,0.3298
7072,False,True,0.7126
7073,False,True,0.8531
7074,False,True,0.5
7075,False,True,0.7634
7076,False,True,0.9247
7077,False,True,0.5
7078,False,True,0.7969
7079,False,True,0.8669
7080,False,True,0.7532
7081,False,True,0.8232
7082,False,True,0.8674
7083,False,True,0.8028
7084,False,True,0.9262
7085,False,True,0.7267
7086,False,True,0.708
7087,False,True,0.6764
7088,False,True,0.5
7089,False,True,0.5
7090,False,True,0.7255
7091,False,False,0.2987
7092,False,True,0.7136
7093,False,True,0.8313
7094,False,True,0.7267
7095,False,True,0.9623
7096,False,True,0.5
7097,False,True,0.5
7098,False,True,0.8022
7099,False,True,0.5
7100,False,True,0.798
7101,False,True,0.7083
7102,False,True,0.7779
7103,False,True,0.8111
7104,False,True,0.6441
7105,False,True,0.7896
7106,False,True,0.9227
7107,False,True,0.9147
7108,False,True,0.6409
7109,False,True,0.9474
7110,False,True,0.9596
7111,False,True,0.5
7112,False,True,0.7563
7113,False,True,0.8487
7114,False,True,0.8437
7115,False,True,0.5
7116,False,True,0.5
7117,False,True,0.871
7118,False,True,0.9207
7119,False,True,0.8645
7120,False,True,0.5815
7121,False,True,0.6417
7122,False,True,0.7532
7123,False,True,0.8444
7124,False,True,0.8131
7125,False,False,0.4195
7126,False,True,0.8387
7127,False,False,0.2555
7128,False,True,0.8329
7129,False,True,0.7538
7130,False,True,0.8837
7131,False,True,0.5
7132,False,True,0.5
7133,False,True,0.847
7134,False,True,0.8498
7135,False,True,0.8772
7136,False,False,0.122
7137,False,True,0.7396
7138,False,True,0.9295
7139,False,True,0.5
7140,False,True,0.8713
7141,False,True,0.5
7142,False,True,0.9557
7143,False,True,0.8752
7144,False,False,0.4203
7145,False,False,0.4053
7146,False,True,0.7625
7147,False,True,0.7432
7148,False,True,0.6617
7149,False,False,0.1923
7150,False,True,0.5
7151,False,True,0.5733
7152,False,True,0.7587
7153,False,True,0.5
7154,False,True,0.9487
7155,False,True,0.738
7156,False,True,0.8193
7157,False,True,0.738
7158,False,True,0.5
7159,False,True,0.6933
7160,False,True,0.5
7161,False,True,0.7004
7162,False,True,0.7536
7163,False,True,0.5
7164,False,True,0.7041
7165,False,True,0.6281
7166,False,True,0.7985
7167,False,True,0.7041
7168,False,True,0.8872
7169,False,True,0.8069
7170,False,True,0.577
7171,False,True,0.5
7172,False,True,0.9602
7173,False,True,0.7067
7174,False,True,0.9029
7175,False,True,0.6235
7176,False,True,0.7912
7177,False,False,0.2659
7178,False,True,0.5
7179,False,True,0.9348
7180,False,True,0.8089
7181,False,True,0.5
7182,False,True,0.8032
7183,False,True,0.8423
7184,False,True,0.7078
7185,False,True,0.506
7186,False,True,0.7422
7187,False,True,0.7041
7188,False,True,0.5
7189,False,True,0.5449
7190,False,True,0.6899
7191,False,True,0.786
7192,False,True,0.7164
7193,False,True,0.8922
7194,False,True,0.6214
7195,False,True,0.9362
7196,False,True,0.8816
7197,False,True,0.8786
7198,False,True,0.9208
7199,False,True,0.7035
7200,False,True,0.9029
7201,False,True,0.8196
7202,False,True,0.5
7203,False,True,0.767
7204,False,True,0.9092
7205,False,True,0.5
7206,False,True,0.5
7207,False,True,0.5
7208,False,True,0.5765
7209,False,False,0.4982
7210,False,True,0.8573
7211,False,True,0.7696
7212,False,True,0.8584
7213,False,True,0.5
7214,False,True,0.9498
7215,False,True,0.8551
7216,False,True,0.8719
7217,False,True,0.5867
7218,False,True,0.7832
7219,False,True,0.602
7220,False,True,0.9514
7221,False,True,0.853
7222,False,True,0.5
7223,False,True,0.6579
7224,False,True,0.7199
7225,False,False,0.4441
7226,False,True,0.8306
7227,False,True,0.9333
7228,False,True,0.8307
7229,False,True,0.9211
7230,False,True,0.8122
7231,False,True,0.9231
7232,False,True,0.7029
7233,False,True,0.7475
7234,False,True,0.8325
7235,False,True,0.8583
7236,False,True,0.5
7237,False,True,0.9081
7238,False,False,0.287
7239,False,True,0.5
7240,False,True,0.5
7241,False,True,0.9014
7242,False,True,0.907
7243,False,True,0.6499
7244,False,True,0.6656
7245,False,True,0.8836
7246,False,False,0.3245
7247,False,True,0.9783
7248,False,True,0.9506
7249,False,True,0.7577
7250,False,True,0.7124
7251,False,True,0.5
7252,False,True,0.6471
7253,False,True,0.9881
7254,False,False,0.4681
7255,False,True,0.9259
7256,False,True,0.6862
7257,False,False,0.4905
7258,False,True,0.5
7259,False,True,0.8199
7260,False,False,0.396
7261,False,True,0.5
7262,False,True,0.5
7263,False,True,0.5
7264,False,True,0.9782
7265,False,True,0.5155
7266,False,False,0.4423
7267,False,True,0.7506
7268,False,True,0.706
7269,False,True,0.5
7270,False,True,0.5
7271,False,True,0.5
7272,False,True,0.8949
7273,False,True,0.6248
7274,False,False,0.4037
7275,False,True,0.5
7276,False,True,0.5
7277,False,True,0.7376
7278,False,True,0.5
7279,False,True,0.9722
7280,False,True,0.7009
7281,False,True,0.9167
7282,False,True,0.6157
7283,False,True,0.8992
7284,False,True,0.8968
7285,False,True,0.787
7286,False,True,0.9455
7287,False,False,0.2069
7288,False,False,0.4872
7289,False,False,0.4424
7290,False,True,0.5568
7291,False,True,0.8837
7292,False,True,0.9523
7293,False,True,0.5097
7294,False,True,0.8603
7295,False,True,0.7537
7296,False,True,0.7672
7297,False,True,0.7353
7298,False,True,0.6799
7299,False,True,0.6799
7300,False,True,0.8053
7301,False,True,0.9806
7302,False,True,0.5
7303,False,True,0.5
7304,False,True,0.5
7305,False,True,0.5
7306,False,True,0.7585
7307,False,True,0.5234
7308,False,True,0.5921
7309,False,True,0.8089
7310,False,True,0.5
7311,False,True,0.804
7312,False,False,0.4801
7313,False,True,0.9501
7314,False,True,0.8926
7315,False,True,0.719
7316,False,True,0.7063
7317,False,False,0.3628
7318,False,True,0.7367
7319,False,True,0.5
7320,False,True,0.8112
7321,False,True,0.5932
7322,False,True,0.5
7323,False,True,0.644
7324,False,False,0.4303
7325,False,True,0.599
7326,False,True,0.6823
7327,False,True,0.5
7328,False,True,0.5
7329,False,True,0.7229
7330,False,True,0.5
7331,False,True,0.5528
7332,False,True,0.5843
7333,False,True,0.5
7334,False,True,0.7926
7335,False,True,0.8254
7336,False,True,0.742
7337,False,True,0.7541
7338,False,True,0.87
7339,False,True,0.5613
7340,False,True,0.9457
7341,False,True,0.6416
7342,False,True,0.6794
7343,False,True,0.5
7344,False,True,0.5
7345,False,False,0.4191
7346,False,False,0.0942
7347,False,True,0.6728
7348,False,True,0.5
7349,False,True,0.8069
7350,False,True,0.764
7351,False,True,0.6077
7352,False,True,0.5821
7353,False,True,0.5
7354,False,False,0.3842
7355,False,True,0.6668
7356,False,True,0.7128
7357,False,True,0.8069
7358,False,True,0.8373
7359,False,True,0.737
7360,False,True,0.8328
7361,False,True,0.6728
7362,False,True,0.5211
7363,False,True,0.5821
7364,False,True,0.7989
7365,False,True,0.5
7366,False,True,0.5795
7367,False,True,0.6077
7368,False,True,0.7349
7369,False,True,0.5
7370,False,True,0.6523
7371,False,True,0.764
7372,False,True,0.9347
7373,False,True,0.8069
7374,False,True,0.8621
7375,False,True,0.7666
7376,False,True,0.7666
7377,False,True,0.5821
7378,False,True,0.5
7379,False,True,0.7349
7380,False,False,0.3988
7381,False,True,0.7555
7382,False,True,0.7159
7383,False,True,0.5
7384,False,False,0.438
7385,False,False,0.3981
7386,False,True,0.9076
7387,False,True,0.7228
7388,False,True,0.9104
7389,False,True,0.8055
7390,False,True,0.6322
7391,False,True,0.7551
7392,False,True,0.9489
7393,False,False,0.394
7394,False,True,0.7344
7395,False,True,0.6439
7396,False,True,0.8476
7397,False,True,0.9458
7398,False,True,0.7845
7399,False,True,0.5
7400,False,True,0.6969
7401,False,True,0.875
7402,False,False,0.0901
7403,False,True,0.875
7404,False,False,0.3468
7405,False,True,0.8283
7406,False,True,0.9272
7407,False,True,0.5
7408,False,False,0.3981
7409,False,True,0.5
7410,False,True,0.7494
7411,False,True,0.8047
7412,False,True,0.8934
7413,False,True,0.8239
7414,False,True,0.957
7415,False,True,0.8942
7416,False,True,0.7469
7417,False,True,0.9229
7418,False,True,0.9574
7419,False,False,0.4545
7420,False,True,0.6329
7421,False,True,0.5542
7422,False,True,0.8721
7423,False,False,0.1794
7424,False,False,0.251
7425,False,True,0.5
7426,False,True,0.9705
7427,False,False,0.3411
7428,False,False,0.4392
7429,False,True,0.9689
7430,False,True,0.6188
7431,False,True,0.7413
7432,False,True,0.7448
7433,False,True,0.6097
7434,False,True,0.6185
7435,False,True,0.9528
7436,False,True,0.9854
7437,False,True,0.5417
7438,False,True,0.7372
7439,False,True,0.5
7440,False,True,0.737
7441,False,True,0.8043
7442,False,True,0.5
7443,False,True,0.5
7444,False,True,0.5407
7445,False,True,0.8787
7446,False,True,0.8946
7447,False,True,0.9612
7448,False,True,0.8626
7449,False,True,0.8626
7450,False,True,0.5
7451,False,True,0.946
7452,False,True,0.6781
7453,False,True,0.9589
7454,False,True,0.9599
7455,False,True,0.923
7456,False,True,0.8175
7457,False,True,0.829
7458,False,True,0.8946
7459,False,True,0.5
7460,False,True,0.8582
7461,False,True,0.8181
7462,False,True,0.9269
7463,False,True,0.8405
7464,False,True,0.8582
7465,False,True,0.8901
7466,False,True,0.8357
7467,False,True,0.6439
7468,False,True,0.5
7469,False,True,0.5
7470,False,True,0.9534
7471,False,True,0.8815
7472,False,True,0.5
7473,False,True,0.5
7474,False,True,0.9363
7475,False,False,0.4605
7476,False,True,0.5
7477,False,True,0.8181
7478,False,True,0.895
7479,False,True,0.7195
7480,False,True,0.8282
7481,False,True,0.512
7482,False,True,0.7795
7483,False,True,0.5
7484,False,True,0.859
7485,False,True,0.8236
7486,False,True,0.5
7487,False,False,0.4668
7488,False,True,0.5
7489,False,False,0.3148
7490,False,True,0.6271
7491,False,True,0.7403
7492,False,True,0.9148
7493,False,True,0.9069
7494,False,True,0.8529
7495,False,True,0.8372
7496,False,True,0.8633
7497,False,True,0.8356
7498,False,True,0.7646
7499,False,True,0.5
7500,False,True,0.5906
7501,False,True,0.7549
7502,False,True,0.6431
7503,False,True,0.5
7504,False,True,0.8242
7505,False,True,0.5
7506,False,False,0.3833
7507,False,True,0.5
7508,False,True,0.7646
7509,False,True,0.7449
7510,False,False,0.2953
7511,False,True,0.5
7512,False,True,0.7549
7513,False,True,0.5
7514,False,True,0.8139
7515,False,True,0.6388
7516,False,True,0.9479
7517,False,True,0.5
7518,False,True,0.787
7519,False,True,0.6951
7520,False,True,0.6689
7521,False,True,0.5
7522,False,True,0.5
7523,False,True,0.6193
7524,False,True,0.9717
7525,False,True,0.6802
7526,False,True,0.6388
7527,False,False,0.3486
7528,False,True,0.6388
7529,False,True,0.8414
7530,False,True,0.5
7531,False,True,0.8968
7532,False,True,0.5
7533,False,True,0.7573
7534,False,True,0.7105
7535,False,True,0.6388
7536,False,True,0.5705
7537,False,True,0.8761
7538,False,True,0.7512
7539,False,True,0.888
7540,False,True,0.7587
7541,False,True,0.5
7542,False,True,0.9134
7543,False,True,0.5387
7544,False,True,0.8893
7545,False,True,0.6187
7546,False,False,0.4739
7547,False,True,0.5206
7548,False,True,0.8544
7549,False,True,0.8426
7550,False,False,0.1187
7551,False,True,0.5
7552,False,True,0.8193
7553,False,True,0.8579
7554,False,True,0.5
7555,False,True,0.7347
7556,False,True,0.8911
7557,False,True,0.7951
7558,False,True,0.5
7559,False,True,0.8284
7560,False,True,0.6937
7561,False,True,0.8284
7562,False,True,0.9618
7563,False,True,0.8236
7564,False,True,0.8153
7565,False,True,0.5508
7566,False,True,0.5
7567,False,True,0.8825
7568,False,True,0.7582
7569,False,True,0.5
7570,False,True,0.5
7571,False,True,0.9422
7572,False,True,0.5
7573,False,True,0.5
7574,False,True,0.7798
7575,False,False,0.4745
7576,False,True,0.8867
7577,False,True,0.5
7578,False,True,0.7987
7579,False,True,0.9059
7580,False,True,0.8882
7581,False,True,0.8284
7582,False,True,0.725
7583,False,False,0.3581
7584,False,True,0.7426
7585,False,True,0.7083
7586,False,True,0.8851
7587,False,True,0.8946
7588,False,True,0.888
7589,False,True,0.9774
7590,False,True,0.5
7591,False,True,0.5
7592,False,True,0.9574
7593,False,True,0.944
7594,False,True,0.944
7595,False,True,0.5664
7596,False,True,0.8639
7597,False,True,0.98
7598,False,True,0.5
7599,False,True,0.982
7600,False,True,0.5
7601,False,True,0.9411
7602,False,True,0.6621
7603,False,True,0.944
7604,False,False,0.409
7605,False,True,0.5
7606,False,True,0.6682
7607,False,True,0.5603
7608,False,True,0.5992
7609,False,True,0.5
7610,False,True,0.5
7611,False,True,0.8979
7612,False,True,0.9696
7613,False,True,0.8961
7614,False,True,0.7251
7615,False,True,0.9448
7616,False,True,0.5
7617,False,True,0.8524
7618,False,True,0.8985
7619,False,False,0.3191
7620,False,True,0.5
7621,False,True,0.8784
7622,False,True,0.5
7623,False,True,0.9515
7624,False,True,0.9612
7625,False,False,0.4538
7626,False,True,0.8538
7627,False,True,0.5
7628,False,True,0.6652
7629,False,True,0.5
7630,False,True,0.8267
7631,False,True,0.5
7632,False,True,0.9408
7633,False,True,0.923
7634,False,True,0.5
7635,False,True,0.5
7636,False,True,0.5
7637,False,True,0.7858
7638,False,True,0.5013
7639,False,True,0.6606
7640,False,True,0.5
7641,False,True,0.6639
7642,False,True,0.9343
7643,False,True,0.8789
7644,False,False,0.368
7645,False,True,0.7087
7646,False,True,0.8871
7647,False,True,0.8213
7648,False,True,0.6907
7649,False,True,0.9057
7650,False,True,0.931
7651,False,True,0.7756
7652,False,True,0.9346
7653,False,False,0.3741
7654,False,True,0.5
7655,False,True,0.7083
7656,False,True,0.5
7657,False,True,0.8613
7658,False,True,0.725
7659,False,False,0.3677
7660,False,True,0.8871
7661,False,True,0.7584
7662,False,True,0.5327
7663,False,True,0.9783
7664,False,True,0.8205
7665,False,True,0.6483
7666,False,True,0.8198
7667,False,True,0.8002
7668,False,True,0.6915
7669,False,True,0.5
7670,False,True,0.5
7671,False,False,0.4879
7672,False,False,0.343
7673,False,False,0.3181
7674,False,True,0.5325
7675,False,True,0.884
7676,False,True,0.6361
7677,False,True,0.9476
7678,False,True,0.5
7679,False,True,0.9337
7680,False,True,0.7602
7681,False,True,0.8894
7682,False,True,0.5571
7683,False,True,0.5
7684,False,True,0.95
7685,False,True,0.5
7686,False,True,0.9773
7687,False,True,0.774
7688,False,True,0.5
7689,False,True,0.8497
7690,False,True,0.5
7691,False,True,0.5143
7692,False,False,0.3356
7693,False,True,0.5
7694,False,True,0.7072
7695,False,True,0.5
7696,False,True,0.9275
7697,False,True,0.5174
7698,False,False,0.197
7699,False,True,0.5
7700,False,True,0.9537
7701,False,True,0.5809
7702,False,True,0.5
7703,False,True,0.5
7704,False,True,0.5
7705,False,True,0.9506
7706,False,True,0.5
7707,False,True,0.8836
7708,False,True,0.898
7709,False,True,0.5
7710,False,True,0.7173
7711,False,True,0.898
7712,False,True,0.9894
7713,False,True,0.9275
7714,False,True,0.5
7715,False,True,0.9243
7716,False,True,0.9364
7717,False,True,0.737
7718,False,True,0.6552
7719,False,True,0.5
7720,False,True,0.6631
7721,False,True,0.7791
7722,False,True,0.8017
7723,False,True,0.8935
7724,False,True,0.7541
7725,False,True,0.8294
7726,False,True,0.6489
7727,False,True,0.8249
7728,False,True,0.5563
7729,False,True,0.6489
7730,False,True,0.8274
7731,False,True,0.5
7732,False,True,0.6608
7733,False,True,0.8487
7734,False,True,0.5
7735,False,True,0.728
7736,False,True,0.5
7737,False,True,0.7852
7738,False,True,0.8654
7739,False,True,0.5
7740,False,True,0.8794
7741,False,True,0.5
7742,False,True,0.736
7743,False,True,0.737
7744,False,True,0.5
7745,False,True,0.9764
7746,False,True,0.7708
7747,False,True,0.6506
7748,False,True,0.5784
7749,False,False,0.1223
7750,False,True,0.9554
7751,False,False,0.2439
7752,False,True,0.5
7753,False,True,0.9505
7754,False,True,0.8286
7755,False,True,0.8721
7756,False,True,0.627
7757,False,True,0.5
7758,False,True,0.8186
7759,False,True,0.8032
7760,False,True,0.9131
7761,False,True,0.5863
7762,False,True,0.6076
7763,False,True,0.5
7764,False,True,0.5
7765,False,True,0.5
7766,False,False,0.4732
7767,False,False,0.2983
7768,False,True,0.9363
7769,False,True,0.8903
7770,False,True,0.7932
7771,False,False,0.3763
7772,False,True,0.8122
7773,False,True,0.7479
7774,False,True,0.5
7775,False,True,0.6129
7776,False,True,0.9057
7777,False,True,0.6662
7778,False,True,0.9201
7779,False,True,0.7505
7780,False,True,0.8289
7781,False,True,0.5995
7782,False,True,0.7432
7783,False,True,0.9363
7784,False,True,0.6818
7785,False,True,0.9569
7786,False,True,0.9749
7787,False,True,0.6056
7788,False,True,0.817
7789,False,True,0.7083
7790,False,True,0.9607
7791,False,False,0.3874
7792,False,False,0.469
7793,False,True,0.9192
7794,False,True,0.5
7795,False,True,0.5
7796,False,True,0.8
7797,False,False,0.292
7798,False,True,0.964
7799,False,True,0.8043
7800,False,False,0.2611
7801,False,True,0.8985
7802,False,True,0.8166
7803,False,True,0.6793
7804,False,True,0.769
7805,False,True,0.5
7806,False,False,0.0954
7807,False,True,0.7796
7808,False,True,0.6441
7809,False,False,0.4872
7810,False,True,0.5263
7811,False,True,0.5
7812,False,True,0.5289
7813,False,True,0.8271
7814,False,True,0.5961
7815,False,True,0.9587
7816,False,True,0.8425
7817,False,False,0.3156
7818,False,True,0.9718
7819,False,True,0.7978
7820,False,True,0.5
7821,False,True,0.5828
7822,False,True,0.8243
7823,False,True,0.5253
7824,False,True,0.8936
7825,False,True,0.8071
7826,False,True,0.9194
7827,False,True,0.5048
7828,False,True,0.5033
7829,False,True,0.5
7830,False,True,0.908
7831,False,True,0.5
7832,False,True,0.5476
7833,False,False,0.4424
7834,False,True,0.7989
7835,False,True,0.6576
7836,False,True,0.7147
7837,False,True,0.7059
7838,False,True,0.8237
7839,False,True,0.6677
7840,False,True,0.5
7841,False,False,0.3659
7842,False,True,0.7045
7843,False,True,0.6936
7844,False,True,0.5
7845,False,True,0.9085
7846,False,True,0.6344
7847,False,True,0.7095
7848,False,True,0.5476
7849,False,True,0.9203
7850,False,True,0.5
